andamentos,assuntos,autor1,classe,data_protocolo,decisoes,deslocamentos,extraido,html,incidente,informacoes,liminar,numero_unico,origem,origem_orgao,partes,pautas,peticoes,processo_id,recursos,relator,sessao,status,tipo_processo
"[{'index': 40, 'data': '06/03/2024', 'nome': 'Baixa ao arquivo do STF, Guia nº', 'complemento': 'Guia: 5109/2024 - COORDENADORIA DE GESTÃO DA INFORMAÇÃO, MEMÓRIA INSTITUCIONAL E MUSEU', 'julgador': None}, {'index': 39, 'data': '06/03/2024', 'nome': 'Transitado(a) em julgado', 'complemento': '10/02/2024', 'julgador': None}, {'index': 38, 'data': '18/12/2023', 'nome': 'Intimado eletronicamente', 'complemento': 'PROCURADOR-GERAL DA REPÚBLICA', 'julgador': None}, {'index': 37, 'data': '06/12/2023', 'nome': 'Petição', 'complemento': 'PROCURADOR-GERAL DA REPÚBLICA - Petição: 136258 - Data: 06/12/2023, às 19:23:37, via Web Service MNI 2.2.2.', 'julgador': None}, {'index': 36, 'data': '06/12/2023', 'nome': 'Vista à PGR para fins de intimação', 'complemento': '', 'julgador': None}, {'index': 35, 'data': '06/12/2023', 'nome': 'Publicação, DJE', 'complemento': 'Divulgado em 05/12/2023', 'julgador': None}, {'index': 34, 'data': '05/12/2023', 'nome': 'Prejudicado', 'complemento': '', 'julgador': 'MIN. CRISTIANO ZANIN'}, {'index': 33, 'data': '05/12/2023', 'nome': 'Retirado de pauta', 'complemento': 'Julgamento Virtual - Pleno em 05/12/2023 19:58:44 - ADI', 'julgador': None}, {'index': 32, 'data': '04/12/2023', 'nome': 'Sustentação Oral', 'complemento': 'Sustentação Oral - AMICUS CURIAE: ASSOCIAÇÃO NACIONAL DAS DEFENSORAS E DEFENSORES PÚBLICOS - ANADEP - recebida em 04/12/2023 21:33:47', 'julgador': None}, {'index': 31, 'data': '30/11/2023', 'nome': 'Pauta publicada no DJE - Plenário', 'complemento': 'Divulgado em 29/11/2023', 'julgador': None}, {'index': 30, 'data': '29/11/2023', 'nome': 'Inclua-se em pauta - minuta extraída', 'complemento': 'Julgamento Virtual: ADI. Incluído na Lista 135-2023.CZ - Agendado para: 08/12/2023 a 18/12/2023.', 'julgador': 'TRIBUNAL PLENO - SESSÃO VIRTUAL'}, {'index': 29, 'data': '02/10/2023', 'nome': 'Conclusos ao(à) Relator(a)', 'complemento': '', 'julgador': None}, {'index': 28, 'data': '02/10/2023', 'nome': 'Publicação, DJE', 'complemento': 'Divulgado em 29/09/2023', 'julgador': None}, {'index': 27, 'data': '29/09/2023', 'nome': 'Certidão', 'complemento': 'Certifico as inclusões na autuação dos presentes autos, nos termos do despacho de 29/09/2023.', 'julgador': None}, {'index': 26, 'data': '29/09/2023', 'nome': 'Despacho', 'complemento': '', 'julgador': 'MIN. CRISTIANO ZANIN'}, {'index': 25, 'data': '13/09/2023', 'nome': 'Conclusos ao(à) Relator(a)', 'complemento': '', 'julgador': None}, {'index': 24, 'data': '13/09/2023', 'nome': 'Petição', 'complemento': 'Amicus curiae - Petição: 101535 Data: 13/09/2023, às 09:41:54', 'julgador': None}, {'index': 23, 'data': '03/08/2023', 'nome': 'Conclusos ao(à) Relator(a)', 'complemento': '', 'julgador': None}, {'index': 22, 'data': '03/08/2023', 'nome': 'Substituição do Relator, art. 38 do RISTF', 'complemento': 'MIN. CRISTIANO ZANIN', 'julgador': None}, {'index': 21, 'data': '17/11/2021', 'nome': 'Conclusos ao(à) Relator(a)', 'complemento': '', 'julgador': None}, {'index': 20, 'data': '16/11/2021', 'nome': 'Manifestação da PGR', 'complemento': 'PROCURADOR-GERAL DA REPÚBLICA - Petição: 109508 - Data: 16/11/2021, às 21:44:41, via Web Service MNI 2.2.2.', 'julgador': None}, {'index': 19, 'data': '05/11/2021', 'nome': 'Processo recebido na PGR', 'complemento': '', 'julgador': None}, {'index': 18, 'data': '05/11/2021', 'nome': 'Vista à PGR', 'complemento': '', 'julgador': None}, {'index': 17, 'data': '05/11/2021', 'nome': 'Manifestação da AGU', 'complemento': 'ADVOGADO-GERAL DA UNIÃO - Petição: 106590 - Data: 05/11/2021, às 17:24:44, via Web Service MNI 2.2.2.', 'julgador': None}, {'index': 16, 'data': '14/10/2021', 'nome': 'Processo recebido na AGU', 'complemento': '', 'julgador': None}, {'index': 15, 'data': '14/10/2021', 'nome': 'Vista ao AGU', 'complemento': '', 'julgador': None}, {'index': 14, 'data': '14/10/2021', 'nome': 'Petição', 'complemento': 'Informações - Petição: 99908 Data: 14/10/2021, às 16:26:09', 'julgador': None}, {'index': 13, 'data': '14/10/2021', 'nome': 'Petição', 'complemento': 'Informações - Petição: 99616 Data: 14/10/2021, às 09:15:06', 'julgador': None}, {'index': 12, 'data': '01/10/2021', 'nome': 'Juntada', 'complemento': 'comprovante de entrega em 15/09/2021: Ofício nº 2009/2021 e Ofício nº 2010/2021.', 'julgador': None}, {'index': 11, 'data': '16/09/2021', 'nome': 'Publicação, DJE', 'complemento': 'DJE nº 185, divulgado em 15/09/2021', 'julgador': None}, {'index': 10, 'data': '15/09/2021', 'nome': 'Expedido(a)', 'complemento': 'ADI - INFORMAÇÃO PETIÇÃO INICIAL - RELATOR', 'julgador': None}, {'index': 9, 'data': '15/09/2021', 'nome': 'Expedido(a)', 'complemento': 'ADI - INFORMAÇÃO PETIÇÃO INICIAL - RELATOR', 'julgador': None}, {'index': 8, 'data': '15/09/2021', 'nome': 'Comunicação assinada', 'complemento': 'ADI - INFORMAÇÃO PETIÇÃO INICIAL - RELATOR', 'julgador': None}, {'index': 7, 'data': '15/09/2021', 'nome': 'Comunicação assinada', 'complemento': 'ADI - INFORMAÇÃO PETIÇÃO INICIAL - RELATOR', 'julgador': None}, {'index': 6, 'data': '15/09/2021', 'nome': 'Certidão', 'complemento': 'Certifico a elaboração de 2 ofícios. Despacho de 14/09/2021.', 'julgador': None}, {'index': 5, 'data': '14/09/2021', 'nome': 'Despacho', 'complemento': '""(...) Solicitem-se informações, nos termos do art. 6º da Lei 9.868/1999. Após, remetam-se os autos ao Advogado-Geral da União e ao Procurador-Geral da República, sucessivamente, no prazo de 15 (quinze) dias, para manifestação (art. 8º da Lei 9.868/1999). Publique-se. Brasília, 14 de setembro de 2021. ""', 'julgador': None}, {'index': 4, 'data': '13/09/2021', 'nome': 'Conclusos ao(à) Relator(a)', 'complemento': '', 'julgador': None}, {'index': 3, 'data': '13/09/2021', 'nome': 'Distribuído', 'complemento': 'MIN. RICARDO LEWANDOWSKI', 'julgador': None}, {'index': 2, 'data': '13/09/2021', 'nome': 'Autuado', 'complemento': '', 'julgador': None}, {'index': 1, 'data': '10/09/2021', 'nome': 'Protocolado', 'complemento': 'Petição Inicial (nº 88181) recebida em 10/09/2021, às 21:01:17', 'julgador': None}]","DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Controle de Constitucionalidade,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO | Organização Político-administrativa / Administração Pública | Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos",PROCURADOR-GERAL DA REPÚBLICA,ADI,2021-09-13T00:00:00Z,,"[{'index': 15, 'data_enviado': '06/03/2024', 'data_recebido': '06/03/2024', 'enviado_por': 'GERÊNCIA DE PROCESSOS ORIGINÁRIOS CÍVEIS', 'recebido_por': 'COORDENADORIA DE GESTÃO DA INFORMAÇÃO, MEMÓRIA INSTITUCIONAL E MUSEU', 'guia': 'Guia 5109/2024'}, {'index': 14, 'data_enviado': '05/12/2023', 'data_recebido': '05/12/2023', 'enviado_por': 'GABINETE MINISTRO CRISTIANO ZANIN', 'recebido_por': 'GERÊNCIA DE PROCESSOS ORIGINÁRIOS CÍVEIS', 'guia': 'Guia 2930/2023'}, {'index': 13, 'data_enviado': '02/10/2023', 'data_recebido': '02/10/2023', 'enviado_por': 'GERÊNCIA DE PROCESSOS ORIGINÁRIOS CÍVEIS', 'recebido_por': 'GABINETE MINISTRO CRISTIANO ZANIN', 'guia': 'Guia 17519/2023'}, {'index': 12, 'data_enviado': '29/09/2023', 'data_recebido': '29/09/2023', 'enviado_por': 'GABINETE MINISTRO CRISTIANO ZANIN', 'recebido_por': 'GERÊNCIA DE PROCESSOS ORIGINÁRIOS CÍVEIS', 'guia': 'Guia 1096/2023'}, {'index': 11, 'data_enviado': '03/08/2023', 'data_recebido': '03/08/2023', 'enviado_por': 'GABINETE MINISTRO RICARDO LEWANDOWSKI', 'recebido_por': 'GABINETE MINISTRO CRISTIANO ZANIN', 'guia': 'Guia 1476/2023'}, {'index': 10, 'data_enviado': '17/11/2021', 'data_recebido': '17/11/2021', 'enviado_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'recebido_por': 'GABINETE MINISTRO RICARDO LEWANDOWSKI', 'guia': 'Guia 37227/2021'}, {'index': 9, 'data_enviado': '16/11/2021', 'data_recebido': '16/11/2021', 'enviado_por': 'PROCURADORIA-GERAL DA REPÚBLICA', 'recebido_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'guia': 'Guia 2606609/2021'}, {'index': 8, 'data_enviado': '05/11/2021', 'data_recebido': None, 'enviado_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'recebido_por': 'PROCURADORIA-GERAL DA REPÚBLICA', 'guia': 'Guia 36707/2021'}, {'index': 7, 'data_enviado': '05/11/2021', 'data_recebido': '05/11/2021', 'enviado_por': 'ADVOGADO-GERAL DA UNIÃO', 'recebido_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'guia': 'Guia 2601025/2021'}, {'index': 6, 'data_enviado': '14/10/2021', 'data_recebido': None, 'enviado_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'recebido_por': 'ADVOGADO-GERAL DA UNIÃO', 'guia': 'Guia 35445/2021'}, {'index': 5, 'data_enviado': '15/09/2021', 'data_recebido': '15/09/2021', 'enviado_por': 'GERÊNCIA DE COMUNICAÇÕES PROCESSUAIS', 'recebido_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'guia': 'Guia 20384/2021'}, {'index': 4, 'data_enviado': '14/09/2021', 'data_recebido': '14/09/2021', 'enviado_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'recebido_por': 'GERÊNCIA DE COMUNICAÇÕES PROCESSUAIS', 'guia': 'Guia 33258/2021'}, {'index': 3, 'data_enviado': '14/09/2021', 'data_recebido': '14/09/2021', 'enviado_por': 'GABINETE MINISTRO RICARDO LEWANDOWSKI', 'recebido_por': 'GERÊNCIA DE CONTROLE CONCENTRADO E RECLAMAÇÕES', 'guia': 'Guia 10077/2021'}, {'index': 2, 'data_enviado': '13/09/2021', 'data_recebido': '13/09/2021', 'enviado_por': 'GERÊNCIA DE AUTUAÇÃO, ANÁLISE DE PREVENÇÃO E DISTRIBUIÇÃO DE ORIGINÁRIOS CÍVEIS', 'recebido_por': 'GABINETE MINISTRO RICARDO LEWANDOWSKI', 'guia': 'Guia 6415/2021'}, {'index': 1, 'data_enviado': '13/09/2021', 'data_recebido': '13/09/2021', 'enviado_por': 'DIVERSOS', 'recebido_por': 'GERÊNCIA DE AUTUAÇÃO, ANÁLISE DE PREVENÇÃO E DISTRIBUIÇÃO DE ORIGINÁRIOS CÍVEIS', 'guia': 'Guia 2569238/2021'}]",2025-10-17T11:45:37.108989Z,"<html lang=""pt-BR""><head>
    <meta charset=""UTF-8"">
    <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
    <meta http-equiv=""X-UA-Compatible"" content=""ie=edge"">
    <title>Supremo Tribunal Federal</title>
	  <link href=""/assets/styles/custom.css"" rel=""stylesheet"">
    <link href=""/assets/styles/bootstrap.css"" rel=""stylesheet"">
    <link href=""/assets/styles/bundle.css"" rel=""stylesheet"">
    <link href=""/assets/styles/cabecalho.css"" rel=""stylesheet"">
    <link href=""/assets/styles/processo/processo.css"" rel=""stylesheet"">
